1654563267,0.03
1654569894,0.03
1654573299,0.06
1654574726,0.06
1654576549,0.03
1654577570,0.03
1654577984,0.07
1654578915,0.07
1654579669,0.07
1654580137,0.07
1654580503,0.07
1654580885,0.07
1654581266,0.07
1654582031,0.1
1654583506,0.1
1654584513,0.07
1654584924,0.07
1654585650,0.07
1654586685,0.03
1654587502,0.06
1654587618,0.06
1654588001,0.06
1654588388,0.06
1654588766,0.09
1654590377,0.1
1654591307,0.16
1654591925,0.16
1654592295,0.13
1654593211,0.23
1654594399,0.19
1654594738,0.19
1654595417,0.16
1654595551,0.16
1654595927,0.16
1654597043,0.06
1654598116,0.03
