1654478503,0.07
1654484569,0.07
1654487571,0.07
1654489072,0.07
1654490930,0.07
1654491705,0.07
1654492928,0.07
1654493602,0.1
1654494071,0.1
1654494447,0.1
1654494815,0.1
1654495189,0.1
1654496578,0.07
1654497739,0.1
1654498420,0.1
1654498787,0.1
1654499733,0.13
1654500463,0.13
1654500910,0.13
1654501282,0.16
1654501662,0.16
1654502038,0.16
1654502426,0.16
1654503745,0.13
1654504693,0.16
1654505260,0.19
1654505631,0.22
1654505998,0.16
1654507038,0.19
1654507856,0.16
1654508439,0.16
1654508808,0.13
1654509187,0.16
1654509562,0.16
1654510842,0.16
1654511958,0.1
1654512524,0.1
1654512891,0.1
1654513408,0.1
1654514376,0.16
1654514919,0.13
1654515308,0.16
1654515682,0.16
1654516069,0.19
1654516456,0.19
1654517357,0.22
1654520132,0.21
1654522244,0.19
1654523714,0.16
1654524329,0.13
1654525230,0.1
1654525752,0.16
1654526187,0.19
1654526557,0.19
1654526924,0.19
1654527296,0.23
1654527961,0.25
1654529304,0.19
1654530097,0.19
1654530605,0.16
1654530978,0.16
1654531941,0.13
1654534096,0.1
1654535146,0.13
1654536399,0.18
