1654133235,0.03
1654140452,0.03
1654146453,0.03
1654148348,0.12
1654149172,0.15
1654149539,0.15
1654150925,0.09
1654152389,0.06
1654153183,0.03
1654154359,0.03
1654155390,0.09
1654155998,0.09
1654156376,0.09
1654156758,0.09
1654158171,0.06
1654159426,0.06
1654160119,0.06
1654160852,0.06
1654162180,0.03
1654163034,0.06
1654163519,0.06
1654163898,0.06
1654165060,0.09
1654166398,0.09
1654167099,0.06
1654167467,0.03
1654168365,0.17
1654169334,0.23
1654169904,0.26
1654170272,0.19
1654170651,0.16
1654171032,0.16
1654172803,0.03
1654176039,0.12
1654178288,0.09
1654179406,0.06
1654180616,0.15
1654181282,0.15
1654181640,0.22
1654182017,0.24
1654183318,0.24
1654184497,0.22
1654185251,0.22
1654185623,0.18
1654187537,0.21
1654189498,0.13
1654191263,0.15
1654192264,0.15
1654192630,0.15
1654193704,0.18
1654195125,0.12
1654195904,0.06
1654196290,0.1
1654197109,0.1
1654197800,0.1
1654198165,0.1
1654198564,0.1
1654198948,0.1
1654199328,0.16
1654199711,0.16
1654200480,0.15
1654201648,0.15
1654202234,0.15
1654202634,0.15
1654203017,0.15
1654203397,0.15
1654204184,0.15
1654205105,0.09
1654205609,0.03
1654206052,0.03
1654206420,0.03
1654206796,0.03
1654207171,0.03
1654208187,0.03
1654209065,0.03
1654209611,0.03
1654209996,0.03
1654210377,0.03
1654210760,0.03
