1654822434,0.16
1654829312,0.18
1654832284,0.16
1654833777,0.16
1654835587,0.16
1654836715,0.16
1654837153,0.16
1654838060,0.19
1654838856,0.22
1654839346,0.22
1654839714,0.22
1654840102,0.19
1654840480,0.19
1654841255,0.19
1654842696,0.26
1654843651,0.23
1654844071,0.23
1654844634,0.25
1654845833,0.25
1654846418,0.25
1654846843,0.23
1654847227,0.23
1654847616,0.23
1654847993,0.23
1654849320,0.21
1654850346,0.18
1654850920,0.18
1654851284,0.18
1654851918,0.18
1654853039,0.16
1654853698,0.16
1654854214,0.16
1654854579,0.16
1654854955,0.16
1654855752,0.18
1654857021,0.16
1654857716,0.16
1654858140,0.16
1654858518,0.16
1654859203,0.18
1654860161,0.21
1654860640,0.29
1654861073,0.29
1654861439,0.29
1654861814,0.29
1654862198,0.29
1654863625,0.22
1654866106,0.16
1654868309,0.18
1654869216,0.21
1654869586,0.24
1654870590,0.24
1654871337,0.24
1654871831,0.24
1654872204,0.24
1654872575,0.24
1654872944,0.24
1654873788,0.28
1654875099,0.23
1654875932,0.18
1654876341,0.18
1654876716,0.18
1654878153,0.19
1654880010,0.25
1654880972,0.25
1654882228,0.28
1654882912,0.3
1654883283,0.27
1654883656,0.27
1654884442,0.22
1654885773,0.22
1654886791,0.16
1654887312,0.21
1654887912,0.24
1654888769,0.21
