1654044383,0
1654053287,0.06
1654058830,0
1654061898,0.03
1654063321,0.03
1654065250,0.03
1654066601,0
1654067584,0
1654068738,0.03
1654069407,0.03
1654069771,0.03
1654070146,0.06
1654071278,0.06
1654073056,0.06
1654073963,0.06
1654075147,0.03
1654076391,0.03
1654077147,0.13
1654077670,0.13
1654079009,0.16
1654080260,0.16
1654080895,0.09
1654081540,0.06
1654082642,0.15
1654083248,0.15
1654083746,0.15
1654084114,0.12
1654084500,0.06
1654085569,0.03
1654089126,0.03
1654091769,0.03
1654093036,0.03
1654095023,0.07
1654095110,0.07
1654095498,0.13
