1653785484,0
1653793003,0
1653795977,0
1653797787,0
1653799810,0
1653800923,0
1653802166,0
1653802867,0
1653803265,0
1653803635,0
1653804011,0
1653805563,0
1653806789,0.03
1653807474,0.03
1653808375,0.03
1653809324,0.03
1653809867,0.03
1653810237,0.03
1653810602,0.06
1653810979,0.1
1653811964,0.13
1653813325,0.13
1653814129,0.06
1653814520,0
1653815244,0.03
1653816445,0.09
1653817171,0.15
1653817701,0.15
1653818067,0.17
1653818645,0.12
1653820066,0.12
1653820864,0.12
1653821378,0.09
1653821747,0.09
1653822436,0.12
1653823402,0.2
1653823885,0.2
1653824349,0.18
1653824737,0.15
1653825120,0.13
1653825498,0.13
1653827141,0.06
1653829140,0.03
1653830824,0.03
1653831842,0.03
1653832291,0.03
1653832667,0.03
1653833564,0.03
1653834524,0.03
1653835119,0.03
1653835513,0.03
1653835887,0.03
1653836265,0.03
1653837225,0.03
1653838392,0.06
1653839216,0.06
1653839624,0.09
1653839997,0.09
1653841558,0.06
1653843207,0.17
1653844196,0.17
1653845500,0.17
1653846259,0.17
1653846627,0.17
1653846995,0.19
1653847950,0.23
1653849349,0.13
1653850230,0.13
1653850602,0.13
1653851343,0.13
1653852174,0.13
1653852601,0.03
1653853005,0.06
1653853380,0.06
1653853758,0.06
