1653179319,0.03
1653186240,0.03
1653189815,0.03
1653191434,0.03
1653192050,0.03
1653193637,0.03
1653194913,0.03
1653195584,0.03
1653196612,0.03
1653197467,0.06
1653198032,0.06
1653198399,0.12
1653198772,0.12
1653199148,0.12
1653200440,0.12
1653201735,0.09
1653202513,0.03
1653203227,0.03
1653204330,0.03
1653204910,0.03
1653205330,0.06
1653205697,0.06
1653206073,0.06
1653206807,0.06
1653208270,0.06
1653209127,0.06
1653209581,0.13
1653209951,0.13
1653210972,0.19
1653211901,0.13
1653212619,0.19
1653213006,0.19
1653213369,0.19
1653214233,0.19
1653215510,0.12
1653216260,0.12
1653216663,0.12
1653217033,0.12
1653217824,0.12
1653218704,0.09
1653219169,0.15
1653219595,0.18
1653219969,0.18
1653220352,0.18
