1653008611,0.03
1653015330,0.06
1653018062,0.03
1653019492,0.03
1653021464,0.03
1653022678,0.03
1653023742,0.06
1653024762,0.06
1653025384,0.06
1653025755,0.06
1653026143,0.06
1653027026,0.14
1653028581,0.12
1653029629,0.15
1653029994,0.13
1653031080,0.15
1653031924,0.15
1653032500,0.12
1653032875,0.12
1653033240,0.09
1653033623,0.09
1653035110,0.09
1653036173,0.09
1653036821,0.09
1653037188,0.09
1653038531,0.09
1653039347,0.13
1653040008,0.13
1653040374,0.12
1653040750,0.18
1653041974,0.23
1653043140,0.21
1653043773,0.15
1653044135,0.15
1653044829,0.13
1653045767,0.12
1653046355,0.09
1653046846,0.09
1653047230,0.09
1653047617,0.09
1653047997,0.03
1653050229,0.12
1653052682,0.15
1653054508,0.15
1653055069,0.13
1653055952,0.15
1653056914,0.12
1653057524,0.15
1653057919,0.18
1653058290,0.15
1653058654,0.15
1653059671,0.06
1653060949,0.03
1653061822,0.03
1653062211,0.03
1653063342,0.03
1653065398,0.06
1653066644,0.09
1653068044,0.09
1653068815,0.06
1653069212,0.09
1653069557,0.12
1653070878,0.12
1653072138,0.09
1653072904,0.09
1653073520,0.18
1653074508,0.13
1653074999,0.15
1653075455,0.15
1653075824,0.15
1653076195,0.15
1653076565,0.09
1653077421,0.06
1653078654,0.06
1653079403,0.03
1653079820,0.03
1653080206,0.03
1653081059,0.03
1653082119,0.03
1653082815,0.03
1653083277,0.03
