1653612148,0
1653619765,0
1653623039,0
1653624963,0
1653627057,0
1653628236,0
1653629530,0.03
1653630261,0.03
1653630629,0.03
1653631002,0.03
1653632110,0.03
1653633684,0.03
1653634592,0.03
1653635433,0.03
1653636577,0
1653637295,0
1653637692,0
1653638073,0
1653638864,0
1653640434,0
1653641356,0
1653641790,0
1653642671,0.06
1653643855,0.1
1653644633,0.07
1653645053,0.07
1653645461,0.1
1653646450,0.06
1653647749,0.06
1653648484,0.1
1653648851,0.1
1653649245,0.07
1653650353,0.07
1653651109,0.03
1653651648,0.03
1653652022,0
1653652391,0
1653652766,0
1653654947,0.03
1653657659,0.06
1653659435,0.09
1653659952,0.12
